"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","TG","OV15","OV25","OV35","TY","TR","homewinmargin","awaywinmargin","GSCS","GSH"
"18461","I2",2021-10-16,"Cosenza","Frosinone",1,1,"D",1,0,"H",3.99,3.29,2.11,"1-0","1-1",3,2,23,9,2,3,0,0,2,"Y","N","N",5,0,-1,-1,"-1,-1",0
"18591","I2",2021-10-24,"Pisa","Pordenone",1,1,"D",0,0,"D",1.58,3.81,7.29,"0-0","1-1",8,2,12,3,1,2,0,0,2,"Y","N","N",3,0,-1,-2,"-1,-2",1
"18671","I2",2021-10-28,"Cittadella","Parma",1,2,"A",0,1,"A",2.53,3.38,2.98,"0-1","1-2",14,4,5,2,5,1,0,0,3,"Y","Y","N",6,0,-1,-1,"-1,-1",0
"18821","I2",2021-11-05,"Cosenza","Reggina",0,1,"A",0,0,"D",4.27,3.13,2.11,"0-0","0-1",13,2,12,4,1,5,0,0,1,"N","N","N",6,0,-2,-1,"-2,-1",-1
"18831","I2",2021-11-06,"Alessandria","Ternana",0,2,"A",0,2,"A",3.27,3.28,2.4,"0-2","0-2",21,5,7,2,1,3,0,0,2,"Y","N","N",4,0,-1,-1,"-1,-1",0
"2750","N1",2021-08-20,"Nijmegen","Zwolle",2,0,"H",2,0,"H",2.58,3.44,2.86,"2-0","2-0",8,3,17,1,4,3,0,1,2,"Y","N","N",7,1,-5,-1,"-5,-1",-4
"2753","N1",2021-08-21,"Sparta Rotterdam","Heracles",1,1,"D",1,0,"H",2.24,3.23,3.59,"1-0","1-1",11,4,12,4,1,2,0,0,2,"Y","N","N",3,0,-4,-2,"-4,-2",-2
"2772","N1",2021-09-12,"Groningen","Heerenveen",1,1,"D",0,1,"A",2.09,3.67,3.6,"0-1","1-1",15,3,8,2,3,4,1,0,2,"Y","N","N",7,1,-3,-2,"-3,-2",-1
"2773","N1",2021-09-12,"Sparta Rotterdam","For Sittard",3,1,"H",2,0,"H",1.93,3.82,3.9,"2-0","3-1",18,8,4,2,2,1,0,0,4,"Y","Y","Y",3,0,-2,-2,"-2,-2",0
"2776","N1",2021-09-18,"Heerenveen","For Sittard",1,0,"H",1,0,"H",1.76,4.19,4.44,"1-0","1-0",17,7,13,4,1,4,0,0,1,"N","N","N",5,0,-2,-2,"-2,-2",0
"2779","N1",2021-09-18,"Utrecht","Waalwijk",2,2,"D",1,2,"A",1.33,5.76,9.37,"1-2","2-2",19,6,13,5,1,3,0,0,4,"Y","Y","Y",4,0,-1,-1,"-1,-1",0
"2780","N1",2021-09-19,"Go Ahead Eagles","Zwolle",1,0,"H",0,0,"D",2.5,3.4,3,"0-0","1-0",19,7,9,3,1,2,0,0,1,"N","N","N",3,0,-3,-2,"-3,-2",-1
"2788","N1",2021-09-22,"Groningen","Vitesse",0,1,"A",0,1,"A",2.51,3.6,2.85,"0-1","0-1",8,2,13,3,0,3,2,0,1,"N","N","N",3,2,-1,-3,"-1,-3",2
"2791","N1",2021-09-23,"Cambuur","Heracles",2,1,"H",1,0,"H",2.19,3.76,3.28,"1-0","2-1",10,4,17,4,0,0,0,0,3,"Y","Y","N",0,0,-9,-1,"-9,-1",-8
"2803","N1",2021-10-02,"Waalwijk","Go Ahead Eagles",1,1,"D",0,1,"A",2.35,3.64,3.06,"0-1","1-1",16,3,13,3,2,4,0,0,2,"Y","N","N",6,0,-1,-1,"-1,-1",0
"2805","N1",2021-10-02,"Zwolle","Heerenveen",0,1,"A",0,0,"D",2.91,3.3,2.62,"0-0","0-1",16,3,9,2,2,1,0,0,1,"N","N","N",3,0,-4,-1,"-4,-1",-3
"2806","N1",2021-10-02,"For Sittard","Nijmegen",1,3,"A",1,2,"A",2.51,3.54,2.88,"1-2","1-3",11,3,10,4,2,2,0,0,4,"Y","Y","Y",4,0,-2,-2,"-2,-2",0
"2810","N1",2021-10-03,"PSV Eindhoven","Sparta Rotterdam",2,1,"H",0,0,"D",1.21,7.28,14.42,"0-0","2-1",26,12,5,2,1,2,0,0,3,"Y","Y","N",3,0,-1,-4,"-1,-4",3
"2811","N1",2021-10-16,"Feyenoord","Waalwijk",2,2,"D",1,2,"A",1.21,7.04,14.98,"1-2","2-2",27,9,5,3,2,2,0,0,4,"Y","Y","Y",4,0,-1,-1,"-1,-1",0
"2822","N1",2021-10-23,"Zwolle","Heracles",1,0,"H",0,0,"D",3.09,3.66,2.32,"0-0","1-0",10,2,10,3,0,1,0,0,1,"N","N","N",1,0,-2,-1,"-2,-1",-1
"2831","N1",2021-10-30,"Heerenveen","Vitesse",1,2,"A",1,0,"H",2.71,3.64,2.6,"1-0","1-2",6,1,26,9,0,2,1,0,3,"Y","Y","N",2,1,-1,-1,"-1,-1",0
"2840","N1",2021-11-06,"Willem II","Sparta Rotterdam",0,3,"A",0,2,"A",2.19,3.61,3.4,"0-2","0-3",8,0,10,5,1,3,0,0,3,"Y","Y","N",4,0,-4,-1,"-4,-1",-3
"2842","N1",2021-11-07,"Groningen","Waalwijk",1,1,"D",0,1,"A",1.79,3.85,4.71,"0-1","1-1",15,6,6,1,1,1,0,0,2,"Y","N","N",2,0,-3,-1,"-3,-1",-2
"2848","N1",2021-11-20,"Sparta Rotterdam","Twente",0,1,"A",0,0,"D",2.79,3.29,2.74,"0-0","0-1",11,4,6,4,1,1,0,0,1,"N","N","N",2,0,-1,-3,"-1,-3",2
"2858","N1",2021-11-27,"Zwolle","Waalwijk",0,0,"D",0,0,"D",2.17,3.49,3.56,"0-0","0-0",9,1,5,3,1,2,0,0,0,"N","N","N",3,0,-4,-5,"-4,-5",1
"2859","N1",2021-11-27,"Willem II","Go Ahead Eagles",0,1,"A",0,0,"D",2.1,3.68,3.56,"0-0","0-1",19,5,6,3,1,1,0,0,1,"N","N","N",2,0,-1,-1,"-1,-1",0
"2862","N1",2021-11-28,"Utrecht","Heracles",1,0,"H",0,0,"D",1.66,4.52,4.85,"0-0","1-0",22,7,8,0,1,1,0,0,1,"N","N","N",2,0,-1,-1,"-1,-1",0
"2876","N1",2021-12-10,"Willem II","Cambuur",1,3,"A",0,0,"D",2.5,3.61,2.85,"0-0","1-3",13,4,14,8,1,1,0,0,4,"Y","Y","Y",2,0,-5,-5,"-5,-5",0
"2877","N1",2021-12-11,"Utrecht","Go Ahead Eagles",0,0,"D",0,0,"D",1.43,4.97,7.72,"0-0","0-0",21,8,7,1,1,1,0,0,0,"N","N","N",2,0,-3,-1,"-3,-1",-2
"1907","P1",2021-08-15,"Santa Clara","Moreirense",2,2,"D",0,0,"D",2.48,3.17,3.19,"0-0","2-2",17,4,10,4,5,4,0,1,4,"Y","Y","Y",9,1,-3,-1,"-3,-1",-2
"1909","P1",2021-08-16,"Belenenses","Maritimo",1,2,"A",1,2,"A",2.59,2.93,3.27,"1-2","1-2",5,2,13,4,4,5,0,0,3,"Y","Y","N",9,0,-2,-2,"-2,-2",0
"1910","P1",2021-08-20,"Arouca","Famalicao",2,1,"H",0,1,"A",3,3.16,2.65,"0-1","2-1",22,6,10,5,4,4,0,0,3,"Y","Y","N",8,0,-2,-1,"-2,-1",-1
"1914","P1",2021-08-22,"Tondela","Portimonense",0,3,"A",0,2,"A",2.93,2.95,2.83,"0-2","0-3",11,3,7,5,4,4,0,0,3,"Y","Y","N",8,0,-1,-1,"-1,-1",0
"1919","P1",2021-08-27,"Belenenses","Moreirense",1,1,"D",1,0,"H",3.4,3.37,2.29,"1-0","1-1",4,1,18,6,5,4,1,0,2,"Y","N","N",9,1,-2,-1,"-2,-1",-1
"1927","P1",2021-08-29,"Santa Clara","Gil Vicente",1,0,"H",1,0,"H",2.71,3.04,2.99,"1-0","1-0",10,4,5,2,3,5,1,1,1,"N","N","N",8,2,-2,-2,"-2,-2",0
"1935","P1",2021-09-13,"Maritimo","Arouca",2,2,"D",2,1,"H",2.08,3.32,3.97,"2-1","2-2",14,6,17,3,5,6,1,0,4,"Y","Y","Y",11,1,-1,-3,"-1,-3",2
"1954","P1",2021-09-27,"Boavista","Estoril",1,1,"D",1,0,"H",2.81,3.03,2.89,"1-0","1-1",9,3,9,1,3,2,0,0,2,"Y","N","N",5,0,-2,-1,"-2,-1",-1
"1956","P1",2021-10-01,"Famalicao","Guimaraes",1,2,"A",1,1,"D",2.54,3.47,2.89,"1-1","1-2",15,2,9,5,2,5,0,0,3,"Y","Y","N",7,0,-1,-2,"-1,-2",1
"1968","P1",2021-10-24,"Pacos Ferreira","Arouca",0,0,"D",0,0,"D",1.98,3.49,4.22,"0-0","0-0",3,0,15,6,7,2,1,0,0,"N","N","N",9,1,-1,-1,"-1,-1",0
"1977","P1",2021-10-31,"Maritimo","Gil Vicente",1,2,"A",1,1,"D",2.94,3.29,2.61,"1-1","1-2",19,7,14,5,1,4,0,0,3,"Y","Y","N",5,0,-1,-1,"-1,-1",0
"1987","P1",2021-11-07,"Tondela","Maritimo",4,2,"H",3,0,"H",2.25,3.36,3.49,"3-0","4-2",15,7,20,11,3,8,0,1,6,"Y","Y","Y",11,1,-2,-1,"-2,-1",-1
"3359","SC0",2021-08-22,"Ross County","Rangers",2,4,"A",1,2,"A",11.32,5.66,1.28,"1-2","2-4",9,5,21,11,2,2,0,0,6,"Y","Y","Y",4,0,-3,-1,"-3,-1",-2
"3366","SC0",2021-08-29,"St Mirren","St Johnstone",0,0,"D",0,0,"D",2.93,3.14,2.68,"0-0","0-0",10,3,15,6,1,3,1,0,0,"N","N","N",4,1,-6,-1,"-6,-1",-5
"3369","SC0",2021-09-11,"Dundee","Livingston",0,0,"D",0,0,"D",2.34,3.34,3.26,"0-0","0-0",21,8,12,4,1,4,0,0,0,"N","N","N",5,0,-1,-2,"-1,-2",1
"3373","SC0",2021-09-18,"Aberdeen","St Johnstone",0,1,"A",0,0,"D",2.12,3.19,4.13,"0-0","0-1",10,3,9,1,1,3,0,0,1,"N","N","N",4,0,-2,-1,"-2,-1",-1
"3388","SC0",2021-10-02,"St Johnstone","Dundee",3,1,"H",2,0,"H",2.04,3.35,4.17,"2-0","3-1",11,5,8,3,3,1,0,0,4,"Y","Y","Y",4,0,-1,-1,"-1,-1",0
"3396","SC0",2021-10-16,"Dundee","Aberdeen",2,1,"H",0,0,"D",2.96,3.38,2.54,"0-0","2-1",9,3,17,7,4,3,0,0,3,"Y","Y","N",7,0,-2,-1,"-2,-1",-1
"3397","SC0",2021-10-23,"Aberdeen","Hibernian",1,0,"H",1,0,"H",2.6,3.21,3.02,"1-0","1-0",6,2,5,0,4,2,0,1,1,"N","N","N",6,1,-1,-3,"-1,-3",2
"3406","SC0",2021-10-27,"Motherwell","St Mirren",2,2,"D",0,0,"D",2.57,3.29,3,"0-0","2-2",8,4,23,10,1,2,0,0,4,"Y","Y","Y",3,0,-1,-1,"-1,-1",0
"3415","SC0",2021-11-06,"Hearts","Dundee United",5,2,"H",2,1,"H",1.7,3.89,5.4,"2-1","5-2",22,12,12,6,0,3,0,0,7,"Y","Y","Y",3,0,-1,-1,"-1,-1",0
"3420","SC0",2021-11-20,"Motherwell","Hearts",2,0,"H",1,0,"H",3.66,3.76,2.05,"1-0","2-0",20,7,6,4,1,0,0,1,2,"Y","N","N",1,1,-5,-1,"-5,-1",-4
"3430","SC0",2021-12-01,"Aberdeen","Livingston",2,0,"H",1,0,"H",1.8,3.65,5.02,"1-0","2-0",18,6,3,0,0,0,0,1,2,"Y","N","N",0,1,-1,-2,"-1,-2",1
"3435","SC0",2021-12-04,"Aberdeen","St Mirren",4,1,"H",3,1,"H",1.97,3.49,4.24,"3-1","4-1",24,11,11,6,0,1,0,0,5,"Y","Y","Y",1,0,-1,-2,"-1,-2",1
"3439","SC0",2021-12-05,"Livingston","Hearts",0,1,"A",0,0,"D",4.16,3.39,2.03,"0-0","0-1",14,6,11,4,3,4,0,0,1,"N","N","N",7,0,-1,-1,"-1,-1",0
"3440","SC0",2021-12-08,"Livingston","Hibernian",1,0,"H",1,0,"H",3.62,3.2,2.27,"1-0","1-0",10,4,15,3,3,1,0,2,1,"N","N","N",4,2,-1,-1,"-1,-1",0
"3441","SC0",2021-12-11,"Dundee United","Livingston",0,1,"A",0,0,"D",2.44,3.16,3.32,"0-0","0-1",16,3,9,2,3,3,0,0,1,"N","N","N",6,0,-1,-1,"-1,-1",0
"3452","SC0",2021-12-18,"Motherwell","St Johnstone",2,0,"H",1,0,"H",2.43,3.22,3.26,"1-0","2-0",7,2,9,1,1,0,0,0,2,"Y","N","N",1,0,-1,-2,"-1,-2",1
"3459","SC1",2021-08-07,"Ayr","Arbroath",2,2,"D",0,2,"A",2.49,3.07,3.16,"0-2","2-2",10,4,8,4,2,2,0,0,4,"Y","Y","Y",4,0,-2,-1,"-2,-1",-1
"3470","SC1",2021-08-28,"Partick","Morton",3,0,"H",1,0,"H",1.73,3.84,4.62,"1-0","3-0",19,8,7,2,3,1,0,0,3,"Y","Y","N",4,0,-2,-1,"-2,-1",-1
"3474","SC1",2021-09-11,"Ayr","Dunfermline",3,1,"H",2,1,"H",3.09,3.28,2.26,"2-1","3-1",7,3,13,6,2,2,0,0,4,"Y","Y","Y",4,0,-2,-2,"-2,-2",0
"3476","SC1",2021-09-11,"Kilmarnock","Morton",1,0,"H",0,0,"D",1.5,4.19,6.57,"0-0","1-0",11,5,6,3,0,2,0,0,1,"N","N","N",2,0,-1,-3,"-1,-3",2
"3477","SC1",2021-09-11,"Raith Rvs","Queen of Sth",0,1,"A",0,1,"A",1.83,3.75,3.98,"0-1","0-1",21,6,6,3,4,1,0,0,1,"N","N","N",5,0,-1,-1,"-1,-1",0
"3496","SC1",2021-10-16,"Dunfermline","Kilmarnock",2,2,"D",0,0,"D",4.26,3.26,1.93,"0-0","2-2",9,6,11,3,2,2,0,0,4,"Y","Y","Y",4,0,-1,-2,"-1,-2",1
"3502","SC1",2021-10-23,"Queen of Sth","Morton",0,0,"D",0,0,"D",2.27,3.24,3.26,"0-0","0-0",12,5,9,5,1,1,0,0,0,"N","N","N",2,0,-1,-2,"-1,-2",1
"3532","SC1",2021-12-04,"Morton","Ayr",2,2,"D",1,0,"H",2.32,3.27,3.14,"1-0","2-2",9,3,7,3,1,0,0,0,4,"Y","Y","Y",1,0,-1,-3,"-1,-3",2
"3555","SC2",2021-08-14,"Cove Rangers","East Fife",5,2,"H",2,0,"H",1.57,4.13,5.24,"2-0","5-2",17,11,10,4,3,2,0,0,7,"Y","Y","Y",5,0,-2,-2,"-2,-2",0
"3562","SC2",2021-08-21,"Peterhead","Airdrie Utd",2,3,"A",0,1,"A",2.6,3.25,2.59,"0-1","2-3",11,4,16,9,2,1,0,0,5,"Y","Y","Y",3,0,-1,-1,"-1,-1",0
"3564","SC2",2021-08-28,"East Fife","Peterhead",3,0,"H",0,0,"D",2.22,3.31,2.84,"0-0","3-0",7,3,10,4,1,2,0,0,3,"Y","Y","N",3,0,-2,-1,"-2,-1",-1
"3568","SC2",2021-09-11,"Cove Rangers","Montrose",1,1,"D",0,0,"D",2.25,3.1,3.21,"0-0","1-1",9,4,9,2,2,3,1,0,2,"Y","N","N",5,1,-1,-1,"-1,-1",0
"3581","SC2",2021-09-25,"Montrose","Falkirk",2,2,"D",0,0,"D",2.8,3.13,2.49,"0-0","2-2",11,6,17,4,4,1,0,0,4,"Y","Y","Y",5,0,-2,-1,"-2,-1",-1
"3594","SC2",2021-10-23,"Cove Rangers","Clyde",3,0,"H",1,0,"H",1.58,4.21,4.75,"1-0","3-0",12,6,5,3,2,2,0,0,3,"Y","Y","N",4,0,-2,-5,"-2,-5",3
"3601","SC2",2021-10-30,"East Fife","Dumbarton",2,1,"H",1,0,"H",2.51,3.43,2.41,"1-0","2-1",9,3,5,1,1,3,0,0,3,"Y","Y","N",4,0,-3,-1,"-3,-1",-2
"3604","SC2",2021-11-06,"Dumbarton","Clyde",1,1,"D",0,0,"D",2.08,3.77,3,"0-0","1-1",13,3,11,7,3,1,0,0,2,"Y","N","N",4,0,-1,-2,"-1,-2",1
"3620","SC2",2021-12-04,"East Fife","Alloa",1,1,"D",0,0,"D",2.82,3.54,2.27,"0-0","1-1",14,5,9,3,0,1,0,1,2,"Y","N","N",1,1,-2,-1,"-2,-1",-1
"3621","SC2",2021-12-04,"Queens Park","Falkirk",6,0,"H",2,0,"H",2.09,3.38,3.02,"2-0","6-0",24,16,11,4,3,3,0,0,6,"Y","Y","Y",6,0,-1,-1,"-1,-1",0
"3648","SC3",2021-08-21,"Stranraer","Stirling",0,3,"A",0,2,"A",2.29,3.35,2.92,"0-2","0-3",7,1,23,11,1,1,0,0,3,"Y","Y","N",2,0,-3,-2,"-3,-2",-1
"3655","SC3",2021-09-11,"Albion Rvs","Cowdenbeath",2,1,"H",1,1,"D",2.28,3.49,2.84,"1-1","2-1",11,4,11,5,0,0,0,0,3,"Y","Y","N",0,0,-1,-1,"-1,-1",0
"3662","SC3",2021-09-18,"Cowdenbeath","Forfar",1,1,"D",0,1,"A",2.99,3.29,2.14,"0-1","1-1",10,5,7,3,1,1,0,0,2,"Y","N","N",2,0,-1,-1,"-1,-1",0
"3668","SC3",2021-09-25,"Stenhousemuir","Elgin",1,2,"A",0,1,"A",2.68,3.6,2.34,"0-1","1-2",12,4,7,3,2,2,0,0,3,"Y","Y","N",4,0,-2,-2,"-2,-2",0
"3674","SC3",2021-10-02,"Stranraer","Albion Rvs",1,0,"H",1,0,"H",1.99,3.49,3.46,"1-0","1-0",9,4,4,2,1,2,0,0,1,"N","N","N",3,0,-1,-2,"-1,-2",1
"3676","SC3",2021-10-16,"Albion Rvs","Elgin",2,0,"H",0,0,"D",2.63,3.57,2.39,"0-0","2-0",13,8,6,2,2,1,0,0,2,"Y","N","N",3,0,-1,-2,"-1,-2",1
"3680","SC3",2021-10-30,"Annan Athletic","Cowdenbeath",1,0,"H",0,0,"D",1.7,3.68,4.08,"0-0","1-0",6,3,7,2,1,1,0,0,1,"N","N","N",2,0,-2,-2,"-2,-2",0
"3689","SC3",2021-11-12,"Edinburgh City","Stranraer",3,1,"H",2,0,"H",2.63,3.27,2.65,"2-0","3-1",12,5,9,5,1,2,0,0,4,"Y","Y","Y",3,0,-4,-1,"-4,-1",-3
"3690","SC3",2021-11-13,"Albion Rvs","Stirling",1,0,"H",1,0,"H",2.78,3.59,2.14,"1-0","1-0",9,5,11,4,0,1,1,1,1,"N","N","N",1,2,-2,-2,"-2,-2",0
"3695","SC3",2021-11-20,"Forfar","Cowdenbeath",3,0,"H",0,0,"D",1.52,4.14,5.62,"0-0","3-0",15,6,5,2,0,2,0,0,3,"Y","Y","N",2,0,-1,-1,"-1,-1",0
"3698","SC3",2021-11-20,"Stranraer","Elgin",1,0,"H",0,0,"D",2.15,3.27,3.26,"0-0","1-0",6,2,8,3,0,5,0,1,1,"N","N","N",5,1,-2,-1,"-2,-1",-1
"3702","SC3",2021-12-04,"Cowdenbeath","Stirling",1,0,"H",0,0,"D",3.51,3.35,2.02,"0-0","1-0",8,2,9,3,3,4,0,0,1,"N","N","N",7,0,-3,-1,"-3,-1",-2
"3707","SC3",2021-12-11,"Stenhousemuir","Edinburgh City",2,2,"D",0,1,"A",2.48,3.3,2.7,"0-1","2-2",14,5,10,6,0,0,0,0,4,"Y","Y","Y",0,0,-3,-1,"-3,-1",-2
"3710","SC3",2021-12-18,"Cowdenbeath","Albion Rvs",0,0,"D",0,0,"D",2.47,3.35,2.58,"0-0","0-0",5,2,10,6,1,0,0,0,0,"N","N","N",1,0,-2,-5,"-2,-5",3
"1185","SP1",2021-08-22,"Sociedad","Vallecano",1,0,"H",0,0,"D",1.47,4.57,8.02,"0-0","1-0",13,8,9,1,3,4,0,0,1,"N","N","N",7,0,-2,-3,"-2,-3",1
"1207","SP1",2021-09-13,"Granada","Betis",1,2,"A",0,1,"A",3.13,3.38,2.46,"0-1","1-2",11,2,19,9,1,2,0,0,3,"Y","Y","N",3,0,-4,-1,"-4,-1",-3
"1208","SP1",2021-09-17,"Celta","Cadiz",1,2,"A",0,2,"A",1.52,4.32,7.42,"0-2","1-2",14,4,7,3,3,3,0,0,3,"Y","Y","N",6,0,-1,-1,"-1,-1",0
"1212","SP1",2021-09-18,"Alaves","Osasuna",0,2,"A",0,2,"A",3.1,3.13,2.63,"0-2","0-2",8,3,13,5,4,3,0,0,2,"Y","N","N",7,0,-2,-3,"-2,-3",1
"1232","SP1",2021-09-26,"Mallorca","Osasuna",2,3,"A",2,1,"H",2.85,3.21,2.79,"2-1","2-3",17,8,12,6,2,3,0,0,5,"Y","Y","Y",5,0,-5,-2,"-5,-2",-3
"1240","SP1",2021-10-02,"Mallorca","Levante",1,0,"H",0,0,"D",2.22,3.51,3.49,"0-0","1-0",9,7,6,2,4,4,0,0,1,"N","N","N",8,0,-1,-3,"-1,-3",2
"1242","SP1",2021-10-02,"Ath Madrid","Barcelona",2,0,"H",2,0,"H",1.92,3.61,4.43,"2-0","2-0",6,3,9,2,2,1,0,0,2,"Y","N","N",3,0,-1,-2,"-1,-2",1
"1247","SP1",2021-10-03,"Granada","Sevilla",1,0,"H",1,0,"H",5.36,3.62,1.78,"1-0","1-0",3,1,14,3,3,4,0,1,1,"N","N","N",7,1,-1,-1,"-1,-1",0
"1248","SP1",2021-10-16,"Levante","Getafe",0,0,"D",0,0,"D",2.61,2.92,3.38,"0-0","0-0",6,2,14,4,3,3,0,0,0,"N","N","N",6,0,-3,-2,"-3,-2",-1
"1254","SP1",2021-10-18,"Alaves","Betis",0,1,"A",0,0,"D",3.62,3.46,2.19,"0-0","0-1",14,2,19,4,1,1,0,0,1,"N","N","N",2,0,-1,-2,"-1,-2",1
"1268","SP1",2021-10-26,"Villarreal","Cadiz",3,3,"D",1,2,"A",1.33,5.59,10.83,"1-2","3-3",14,5,9,4,3,6,0,0,6,"Y","Y","Y",9,0,-1,-2,"-1,-2",1
"1270","SP1",2021-10-27,"Vallecano","Barcelona",1,0,"H",1,0,"H",4.51,3.83,1.85,"1-0","1-0",13,3,16,1,2,2,0,0,1,"N","N","N",4,0,-1,-1,"-1,-1",0
"1296","SP1",2021-11-19,"Levante","Ath Bilbao",0,0,"D",0,0,"D",3.61,3.29,2.27,"0-0","0-0",15,2,7,2,2,1,0,0,0,"N","N","N",3,0,-3,-1,"-3,-1",-2
"1315","SP1",2021-11-29,"Osasuna","Elche",1,1,"D",1,1,"D",1.87,3.5,4.92,"1-1","1-1",17,4,10,4,1,3,0,0,2,"Y","N","N",4,0,-1,-3,"-1,-3",2
"1318","SP1",2021-12-04,"Sevilla","Villarreal",1,0,"H",1,0,"H",2.05,3.41,4.13,"1-0","1-0",8,3,16,2,2,2,0,0,1,"N","N","N",4,0,-1,-2,"-1,-2",1
"1337","SP1",2021-12-17,"Celta","Espanol",3,1,"H",1,0,"H",1.99,3.52,4.23,"1-0","3-1",12,5,6,3,2,1,0,0,4,"Y","Y","Y",3,0,-1,-1,"-1,-1",0
"1361","SP2",2021-08-21,"Alcorcon","Fuenlabrada",0,2,"A",0,0,"D",2.61,2.84,3.35,"0-0","0-2",16,5,11,5,0,0,0,0,2,"Y","N","N",0,0,-1,-1,"-1,-1",0
"1367","SP2",2021-08-23,"Leganes","Burgos",0,0,"D",0,0,"D",1.79,3.36,5.52,"0-0","0-0",24,6,5,1,0,1,0,1,0,"N","N","N",1,1,-1,-1,"-1,-1",0
"1378","SP2",2021-08-30,"Zaragoza","Cartagena",0,1,"A",0,0,"D",2.2,3,4.06,"0-0","0-1",12,5,6,2,2,3,0,0,1,"N","N","N",5,0,-2,-2,"-2,-2",0
"13871","SP2",2021-09-05,"Alcorcon","Zaragoza",1,2,"A",1,0,"H",2.32,2.89,3.9,"1-0","1-2",7,2,15,4,2,2,0,0,3,"Y","Y","N",4,0,-1,-1,"-1,-1",0
"13991","SP2",2021-09-12,"Malaga","Girona",2,0,"H",1,0,"H",2.63,2.9,3.24,"1-0","2-0",14,6,10,3,3,5,0,0,2,"Y","N","N",8,0,-2,-1,"-2,-1",-1
"14051","SP2",2021-09-18,"Girona","Valladolid",1,0,"H",0,0,"D",2.7,2.85,3.15,"0-0","1-0",9,2,15,3,2,2,0,0,1,"N","N","N",4,0,-2,-2,"-2,-2",0
"14181","SP2",2021-09-26,"Sp Gijon","Malaga",2,1,"H",0,1,"A",1.83,3.34,5.11,"0-1","2-1",27,4,3,3,4,6,0,1,3,"Y","Y","N",10,1,-1,-4,"-1,-4",3
"14211","SP2",2021-09-26,"Valladolid","Alcorcon",2,0,"H",1,0,"H",1.76,3.43,5.47,"1-0","2-0",19,8,10,4,2,1,0,0,2,"Y","N","N",3,0,-1,-4,"-1,-4",3
"14271","SP2",2021-10-02,"Alcorcon","Sociedad B",1,4,"A",1,2,"A",2.3,2.98,3.72,"1-2","1-4",15,6,10,7,5,0,0,0,5,"Y","Y","Y",5,0,-2,-2,"-2,-2",0
"14301","SP2",2021-10-03,"Burgos","Mirandes",1,0,"H",1,0,"H",2.26,3.01,3.78,"1-0","1-0",7,3,13,3,1,1,0,0,1,"N","N","N",2,0,-2,-1,"-2,-1",-1
"14401","SP2",2021-10-10,"Cartagena","Ibiza",5,1,"H",3,0,"H",2.57,3,3.16,"3-0","5-1",15,6,8,2,1,2,0,1,6,"Y","Y","Y",3,1,-3,-2,"-3,-2",-1
"14611","SP2",2021-10-20,"Alcorcon","Leganes",3,3,"D",2,2,"D",3.37,2.79,2.61,"2-2","3-3",8,5,22,11,4,2,0,0,6,"Y","Y","Y",6,0,-1,-2,"-1,-2",1
"14801","SP2",2021-10-30,"Huesca","Amorebieta",1,1,"D",1,0,"H",1.58,3.69,6.25,"1-0","1-1",10,2,6,0,2,1,0,0,2,"Y","N","N",3,0,-2,-1,"-2,-1",-1
"14811","SP2",2021-10-30,"Lugo","Sp Gijon",1,1,"D",0,0,"D",3.24,2.83,2.66,"0-0","1-1",15,3,18,6,2,4,0,0,2,"Y","N","N",6,0,-1,-1,"-1,-1",0
"14821","SP2",2021-10-30,"Cartagena","Ponferradina",0,1,"A",0,1,"A",2.13,3.09,4.05,"0-1","0-1",11,3,12,4,0,0,0,0,1,"N","N","N",0,0,-1,-1,"-1,-1",0
"14911","SP2",2021-11-02,"Leganes","Cartagena",1,1,"D",1,1,"D",1.85,3.29,5.38,"1-1","1-1",16,6,2,2,1,4,0,0,2,"Y","N","N",5,0,-1,-1,"-1,-1",0
"14991","SP2",2021-11-04,"Malaga","Sociedad B",2,1,"H",2,1,"H",1.69,3.5,6.05,"2-1","2-1",8,4,13,2,1,2,0,0,3,"Y","Y","N",3,0,-1,-1,"-1,-1",0
"1511","SP2",2021-11-12,"Sp Gijon","Sociedad B",0,1,"A",0,0,"D",1.8,3.48,5.33,"0-0","0-1",6,2,11,5,2,1,0,0,1,"N","N","N",3,0,-2,-1,"-2,-1",-1
"1514","SP2",2021-11-13,"Mirandes","Huesca",0,1,"A",0,0,"D",3.17,3.27,2.4,"0-0","0-1",15,4,13,4,2,4,0,0,1,"N","N","N",6,0,-2,-2,"-2,-2",0
"1522","SP2",2021-11-19,"Fuenlabrada","Mirandes",1,1,"D",1,0,"H",2.22,3.12,3.87,"1-0","1-1",6,2,18,4,7,3,1,0,2,"Y","N","N",10,1,-3,-1,"-3,-1",-2
"1529","SP2",2021-11-21,"Tenerife","Alcorcon",1,0,"H",0,0,"D",1.47,4.21,7.94,"0-0","1-0",7,3,11,1,1,4,0,0,1,"N","N","N",5,0,-1,-1,"-1,-1",0
"1530","SP2",2021-11-21,"Ponferradina","Sp Gijon",4,1,"H",3,0,"H",2.61,3,3.11,"3-0","4-1",14,7,11,2,2,2,0,0,5,"Y","Y","Y",4,0,-1,-1,"-1,-1",0
